Title,Journal,Year,Volume,Issue,DOI
Credit Spreads and Monetary Policy,JOURNAL OF MONEY CREDIT AND BANKING,2010,42,6,10.1111/j.1538-4616.2010.00328.x
Credit spreads in the market for highly leveraged transaction loans,JOURNAL OF BANKING & FINANCE,1998,22,10-11,10.1016/S0378-4266(98)00065-X
"Credit spreads: An empirical analysis on the informational content of stocks, bonds, and CDS",JOURNAL OF BANKING & FINANCE,2009,33,11,10.1016/j.jbankfin.2009.04.015
Credit to government and banking sector performance,JOURNAL OF BANKING & FINANCE,2008,32,8,10.1016/j.jbankfin.2007.07.012
Credit union policies and performance in Latin America,JOURNAL OF BANKING & FINANCE,1999,23,9,10.1016/S0378-4266(99)00006-0
Credit-spread determinants and interlocking contracts: A study of the Ras Gas project,JOURNAL OF FINANCIAL ECONOMICS,2007,86,1,10.1016/j.jfineco.2007.03.001
Creditor control rights and firm investment policy,JOURNAL OF FINANCIAL ECONOMICS,2009,92,3,10.1016/j.jfineco.2008.04.008
Creditor rights and corporate risk-taking,JOURNAL OF FINANCIAL ECONOMICS,2011,102,1,10.1016/j.jfineco.2011.04.001
Creditor rights and debt allocation within multinationals,JOURNAL OF BANKING & FINANCE,2011,35,6,10.1016/j.jbankfin.2010.10.015
"Creditor Rights, Enforcement, and Bank Loans",JOURNAL OF FINANCE,2009,64,2,10.1111/j.1540-6261.2009.01450.x
"Creditor rights, information sharing, and bank risk taking",JOURNAL OF FINANCIAL ECONOMICS,2010,96,3,10.1016/j.jfineco.2010.02.008
Crises in competitive versus monopolistic banking systems,JOURNAL OF MONEY CREDIT AND BANKING,2004,36,3,10.1353/mcb.2004.0041
"Crises, contagion and cross-listings",JOURNAL OF BANKING & FINANCE,2009,33,9,10.1016/j.jbankfin.2009.04.003
Crisis dynamics of implied default recovery ratios: Evidence from Russia and Argentina,JOURNAL OF BANKING & FINANCE,2001,25,10,10.1016/S0378-4266(00)00165-5
Crisis Resolution and Bank Liquidity,REVIEW OF FINANCIAL STUDIES,2011,24,6,10.1093/rfs/hhq073
Cronyism and capital controls: evidence from Malaysia,JOURNAL OF FINANCIAL ECONOMICS,2003,67,2,10.1016/S0304-405X(02)00255-6
Cross hedging under multiplicative basis risk,JOURNAL OF BANKING & FINANCE,2011,35,11,10.1016/j.jbankfin.2011.03.022
Cross- and delta-hedges: Regression- versus price-based hedge ratios,JOURNAL OF BANKING & FINANCE,2000,24,5,10.1016/S0378-4266(99)00048-5
Cross-asset speculation in stock markets,JOURNAL OF FINANCE,2008,63,5,10.1111/j.1540-6261.2008.01400.x
Cross-border acquisitions of US financial institutions: Impact of macroeconomic factors,JOURNAL OF BANKING & FINANCE,2004,28,6,10.1016/S0378-4266(03)00125-0
Cross-Border Bank M&As and Risk: Evidence from the Bond Market,JOURNAL OF MONEY CREDIT AND BANKING,2010,42,4,10.1111/j.1538-4616.2010.00301.x
Cross-border bank mergers: What lures the rare animal?,JOURNAL OF BANKING & FINANCE,2004,28,9,10.1016/j.jbankfin.2003.08.002
Cross-border investing with tax arbitrage: The case of German dividend tax credits,REVIEW OF FINANCIAL STUDIES,2001,14,3,10.1093/rfs/14.3.617
Cross-border listings and price discovery: Evidence from US-listed Canadian stocks,JOURNAL OF FINANCE,2003,58,2,10.1111/1540-6261.00537
Cross-border M&As in the financial sector: Is banking different from insurance?,JOURNAL OF BANKING & FINANCE,2008,32,1,10.1016/j.jbankfin.2007.09.002
Cross-country comparisons of efficiency: Evidence from the UK and Italian investment firms,JOURNAL OF BANKING & FINANCE,2004,28,6,10.1016/S0378-4266(03)00123-7
Cross-country determinants of bank income smoothing by managing loan-loss provisions,JOURNAL OF BANKING & FINANCE,2008,32,2,10.1016/j.jbankfin.2007.02.012
Cross-country determinants of mergers and acquisitions,JOURNAL OF FINANCIAL ECONOMICS,2004,74,2,10.1016/j.jfineco.2003.10.001
Cross-country variation in household access to financial services,JOURNAL OF BANKING & FINANCE,2008,32,11,10.1016/j.jbankfin.2008.05.004
Cross-country variations in capital structures: The role of bankruptcy codes,JOURNAL OF FINANCIAL INTERMEDIATION,2011,20,1,10.1016/j.jfi.2010.02.001
"Cross-currency, cross-maturity forward exchange premiums as predictors of spot rate changes: Theory and evidence",JOURNAL OF BANKING & FINANCE,2003,27,2,10.1016/S0378-4266(01)00215-1
Cross-listing and legal bonding: Evidence from mergers and acquisitions,JOURNAL OF BANKING & FINANCE,2007,31,4,10.1016/j.jbankfin.2006.10.001
Cross-listing and liquidity in emerging market stocks,JOURNAL OF BANKING & FINANCE,2008,32,3,10.1016/j.jbankfin.2007.07.003
"Cross-ownership, returns, and voting in mergers",JOURNAL OF FINANCIAL ECONOMICS,2008,89,3,10.1016/j.jfineco.2007.11.004
Cross-section of option returns and volatility,JOURNAL OF FINANCIAL ECONOMICS,2009,94,2,10.1016/j.jfineco.2009.01.001
Cross-sectional and time-series determinants of momentum returns,REVIEW OF FINANCIAL STUDIES,2002,15,1,10.1093/rfs/15.1.143
Cross-sectional forecasts of the equity premium,JOURNAL OF FINANCIAL ECONOMICS,2006,81,1,10.1016/j.jfineco.2005.03.013
Cross-sectional learning and short-run persistence in mutual fund performance,JOURNAL OF BANKING & FINANCE,2007,31,3,10.1016/j.jbankfin.2006.08.002
Cross-sectional tests of the CAPM and Fama-French three-factor model,JOURNAL OF BANKING & FINANCE,2010,34,2,10.1016/j.jbankfin.2009.08.011
"Cross-subsidies, external financing constraints, and the contribution of the internal capital market to firm value",REVIEW OF FINANCIAL STUDIES,2003,16,4,10.1093/rfs/hhg024
Crossborder dividend taxation and the preferences of taxable and nontaxable investors: Evidence from Canada,JOURNAL OF FINANCIAL ECONOMICS,2005,78,1,10.1016/j.jfineco.2004.08.004
Crossing networks and dealer markets: Competition and performance,JOURNAL OF FINANCE,2000,55,5,10.1111/0022-1082.00281
Crushed by a rational stampede: Strategic share dumping and shareholder insurrections,JOURNAL OF FINANCIAL ECONOMICS,2006,79,1,10.1016/j.jfineco.2004.09.003
Cultural influences on home bias and international diversification by institutional investors,JOURNAL OF BANKING & FINANCE,2011,35,4,10.1016/j.jbankfin.2010.09.006
"Culture, openness, and finance",JOURNAL OF FINANCIAL ECONOMICS,2003,70,3,10.1016/S0304-405X(03)00173-9
Currency hedging for international stock portfolios: The usefulness of mean-variance analysis,JOURNAL OF BANKING & FINANCE,2003,27,2,10.1016/S0378-4266(01)00251-5
Currency orders and exchange rate dynamics: An explanation for the predictive success of technical analysis,JOURNAL OF FINANCE,2003,58,5,10.1111/1540-6261.00588
"Currency returns, intrinsic value, and institutional-investor flows",JOURNAL OF FINANCE,2005,60,3,10.1111/j.1540-6261.2005.00769.x
Currency risk hedging: Futures vs. forward,JOURNAL OF BANKING & FINANCE,1998,22,1,10.1016/S0378-4266(97)00039-3
Currency unions and international integration,JOURNAL OF MONEY CREDIT AND BANKING,2002,34,4,10.1353/mcb.2002.0058
CVaR models with selective hedging for international asset allocation,JOURNAL OF BANKING & FINANCE,2002,26,7,10.1016/S0378-4266(02)00289-3
Cycles in the IPO market,JOURNAL OF FINANCIAL ECONOMICS,2008,89,1,10.1016/j.jfineco.2007.06.007
"Cyclical correlations, credit contagion, and portfolio losses",JOURNAL OF BANKING & FINANCE,2004,28,12,10.1016/j.jbankfin.2003.11.002
Cyclicality in catastrophic and operational risk measurements,JOURNAL OF BANKING & FINANCE,2007,31,4,10.1016/j.jbankfin.2006.10.007
Daily Changes in Fed Funds Futures Prices,JOURNAL OF MONEY CREDIT AND BANKING,2009,41,4,10.1111/j.1538-4616.2009.00223.x
Daily mutual fund flows and redemption policies,JOURNAL OF BANKING & FINANCE,2007,31,12,10.1016/j.jbankfin.2007.01.018
Darden conference issue: Capital raising in emerging economies,JOURNAL OF FINANCIAL ECONOMICS,2008,88,3,10.1016/j.jfineco.2008.04.001
Data revisions are not well behaved,JOURNAL OF MONEY CREDIT AND BANKING,2008,40,2-3,10.1111/j.1538-4616.2008.00115.x
"Data-conditioning biases, performance, persistence and flows: The case of Canadian equity funds",JOURNAL OF BANKING & FINANCE,2004,28,3,10.1016/S0378-4266(03)00042-6
Data-generating process uncertainty: What difference does it make in portfolio decisions?,JOURNAL OF FINANCIAL ECONOMICS,2004,72,2,10.1016/j.jfineco.2003.05.003
"Data-snooping, technical trading rule performance, and the bootstrap",JOURNAL OF FINANCE,1999,54,5,10.1111/0022-1082.00163
Dating the integration of world equity markets,JOURNAL OF FINANCIAL ECONOMICS,2002,65,2,10.1016/S0304-405X(02)00139-3
David Hume on Canadian paper money: An overlooked contribution,JOURNAL OF MONEY CREDIT AND BANKING,2005,37,4,10.1353/mcb.2005.0040
Day-of-the-week effect in the Taiwan foreign exchange market,JOURNAL OF BANKING & FINANCE,2007,31,9,10.1016/j.jbankfin.2007.03.005
Day-to-day monetary policy and the volatility of the federal funds interest rate,JOURNAL OF MONEY CREDIT AND BANKING,2002,34,1,10.1353/mcb.2002.0025
De facto exchange rate regimes and currency crises: Are pegged regimes with capital account liberalization really more prone to speculative attacks?,JOURNAL OF BANKING & FINANCE,2010,34,6,10.1016/j.jbankfin.2009.11.007
De novo bank exit,JOURNAL OF MONEY CREDIT AND BANKING,2003,35,5,10.1353/mcb.2003.0036
De novo banks and lending to small businesses: An empirical analysis,JOURNAL OF BANKING & FINANCE,1998,22,6-8,10.1016/S0378-4266(98)00011-9
"Dealer attention, the speed of quote adjustment to information, and net dealer revenue",JOURNAL OF BANKING & FINANCE,2009,33,8,10.1016/j.jbankfin.2009.03.001
Dealer behavior and trading systems in foreign exchange markets,JOURNAL OF FINANCIAL ECONOMICS,2005,75,3,10.1016/j.jfineco.2004.08.001
Dealer behavior in the specials market for US Treasury securities,JOURNAL OF FINANCIAL INTERMEDIATION,2007,16,2,10.1016/j.jfi.2006.12.003
Dealer intermediation and price behavior in the aftermarket for new bond issues,JOURNAL OF FINANCIAL ECONOMICS,2007,86,3,10.1016/j.jfineco.2006.10.004
Death spiral convertibles,JOURNAL OF FINANCIAL ECONOMICS,2004,71,2,10.1016/S0304-405X(03)00209-5
Debit or credit?,JOURNAL OF BANKING & FINANCE,2009,33,2,10.1016/j.jbankfin.2008.08.009
Debt and managerial rents in a real-options model of the firm,JOURNAL OF FINANCIAL ECONOMICS,2008,89,2,10.1016/j.jfineco.2007.07.007
Debt and the terms of employment,JOURNAL OF FINANCIAL ECONOMICS,1998,48,3,10.1016/S0304-405X(98)00012-9
"Debt buybacks, debt reduction, and debt rescheduling under asymmetric information",JOURNAL OF MONEY CREDIT AND BANKING,2000,32,1,10.2307/2601090
Debt contracts and collapse as competition phenomena,JOURNAL OF FINANCIAL INTERMEDIATION,2006,15,4,10.1016/j.jfi.2005.12.001
Debt dynamics,JOURNAL OF FINANCE,2005,60,3,10.1111/j.1540-6261.2005.00758.x
Debt financing: Does it boost or hurt firm performance in product markets?,JOURNAL OF FINANCIAL ECONOMICS,2006,82,1,10.1016/j.jfineco.2005.04.001
Debt in industry equilibrium,REVIEW OF FINANCIAL STUDIES,1997,10,1,10.1093/rfs/10.1.39
Debt maturity and the effects of growth opportunities and liquidity risk on leverage,REVIEW OF FINANCIAL STUDIES,2003,16,1,10.1093/rfs/16.1.209
Debt Maturity Choice of Nonpublic Italian Firms,JOURNAL OF MONEY CREDIT AND BANKING,2010,42,2-3,10.1111/j.1538-4616.2009.00294.x
"Debt maturity, risk, and asymmetric information",JOURNAL OF FINANCE,2005,60,6,10.1111/j.1540-6261.2005.00820.x
Debt structure adjustments and long-run stock price performance,JOURNAL OF FINANCIAL INTERMEDIATION,2000,9,4,10.1006/jfin.2000.0293
Debt underwriting by commercial bank-affiliated firms and investment banks: More evidence,JOURNAL OF BANKING & FINANCE,2002,26,4,10.1016/S0378-4266(01)00163-7
"Debt valuation, renegotiation, and optimal dividend policy",REVIEW OF FINANCIAL STUDIES,2000,13,4,10.1093/rfs/13.4.1057
"Debt, bargaining, and credibility in firm-supplier relationships",JOURNAL OF FINANCIAL ECONOMICS,2009,93,3,10.1016/j.jfineco.2008.05.006
"Debt, leases, taxes, and the endogeneity of corporate tax status",JOURNAL OF FINANCE,1998,53,1,10.1111/0022-1082.55404
Debtor-in-possession financing,JOURNAL OF BANKING & FINANCE,2004,28,12,10.1016/j.jbankfin.2004.05.003
Debtor-in-possession financing and bankruptcy resolution: Empirical evidence,JOURNAL OF FINANCIAL ECONOMICS,2003,69,1,10.1016/S0304-405X(03)00113-2
"Decimalization, adverse selection, and market maker rents",JOURNAL OF BANKING & FINANCE,2001,25,5,10.1016/S0378-4266(00)00101-1
"Decision processes, agency problems, and. information: An economic analysis of capital budgeting procedures",REVIEW OF FINANCIAL STUDIES,2005,18,1,10.1093/rfs/hhh005
Decision-making under uncertainty - A field study of cumulative prospect theory,JOURNAL OF BANKING & FINANCE,2009,33,7,10.1016/j.jbankfin.2008.12.017
"Declining required reserves, funds rate volatility, and open market operations",JOURNAL OF BANKING & FINANCE,2005,29,5,10.1016/j.jbankfin.2004.05.030
Decomposing liquidity along the limit order book,JOURNAL OF BANKING & FINANCE,2008,32,8,10.1016/j.jbankfin.2007.11.020
Decomposing swap spreads,JOURNAL OF FINANCIAL ECONOMICS,2008,88,2,10.1016/j.jfineco.2007.07.004
Decomposing the effects of financial liberalization: Crises vs. growth,JOURNAL OF BANKING & FINANCE,2006,30,12,10.1016/j.jbankfin.2006.05.019
Deconstructing a Mortgage Meltdown: A Methodology for Decomposing Underwriting Quality,JOURNAL OF MONEY CREDIT AND BANKING,2011,43,4,10.1111/j.1538-4616.2011.00389.x
Decoupling CEO wealth and firm performance: The case of acquiring CEOs,JOURNAL OF FINANCE,2007,62,2,10.1111/j.1540-6261.2007.01227.x
Deductio' ad absurdum: CEOs donating their own stock to their own family foundations,JOURNAL OF FINANCIAL ECONOMICS,2009,94,1,10.1016/j.jfineco.2008.12.002
Default and recovery implicit in the term structure of sovereign CDS spreads,JOURNAL OF FINANCE,2008,63,5,10.1111/j.1540-6261.2008.01399.x
Default correlation: An empirical investigation of a subprime lender,JOURNAL OF BANKING & FINANCE,2004,28,4,10.1016/j.jbankfin.2003.10.005
Default rates in the syndicated bank loan market: A mortality analysis,JOURNAL OF BANKING & FINANCE,2000,24,1-2,10.1016/S0378-4266(99)00058-8
Default risk and optimal debt management,JOURNAL OF BANKING & FINANCE,2000,24,6,10.1016/S0378-4266(99)00110-7
Default risk cannot explain the muni puzzle: Evidence from municipal bonds that are secured by U.S. Treasury obligations,REVIEW OF FINANCIAL STUDIES,1998,11,2,10.1093/rfs/11.2.281
Default risk in a market model,JOURNAL OF BANKING & FINANCE,2000,24,1-2,10.1016/S0378-4266(99)00061-8
Default risk in equity returns,JOURNAL OF FINANCE,2004,59,2,10.1111/j.1540-6261.2004.00650.x
"Default Risk, Shareholder Advantage, and Stock Returns",REVIEW OF FINANCIAL STUDIES,2008,21,6,10.1093/rfs/hhl044
Default- and call-adjusted duration for corporate bonds,JOURNAL OF BANKING & FINANCE,2003,27,12,10.1016/S0378-4266(02)00327-8
Defensive mechanisms and managerial discretion,JOURNAL OF FINANCE,1997,52,4,10.1111/j.1540-6261.1997.tb01117.x
"Degrees of processing and changes in the cyclical behavior of prices in the United States, 1869-1990",JOURNAL OF MONEY CREDIT AND BANKING,1999,31,1,10.2307/2601138
Delegated portfolio management and rational prolonged mispricing,JOURNAL OF FINANCE,2003,58,1,10.1111/1540-6261.00525
Delta-hedged gains and the negative market volatility risk premium,REVIEW OF FINANCIAL STUDIES,2003,16,2,10.1093/rfs/hhg002
Demand curves and the pricing of money management,REVIEW OF FINANCIAL STUDIES,2002,15,5,10.1093/rfs/15.5.1499
Demand curves for stocks do slope down: New evidence from an index weights adjustment,JOURNAL OF FINANCE,2000,55,2,10.1111/0022-1082.00230
Demand estimation and consumer welfare in the banking industry,JOURNAL OF BANKING & FINANCE,2008,32,8,10.1016/j.jbankfin.2007.12.005
Demand-Based Option Pricing,REVIEW OF FINANCIAL STUDIES,2009,22,10,10.1093/rfs/hhp005
Demand-deposit contracts and the probability of bank runs,JOURNAL OF FINANCE,2005,60,3,10.1111/j.1540-6261.2005.00762.x
Demandable debts as a means of payment: Banknotes versus checks,JOURNAL OF MONEY CREDIT AND BANKING,1999,31,3,10.2307/2601068
"Democratizing entry: Banking deregulations, financing constraints, and entrepreneurship",JOURNAL OF FINANCIAL ECONOMICS,2009,94,1,10.1016/j.jfineco.2008.12.003
Demutualization: Determinants and consequences of the mutual holding company choice,JOURNAL OF BANKING & FINANCE,2009,33,8,10.1016/j.jbankfin.2009.02.009
Dependence structure and extreme comovements in international equity and bond markets,JOURNAL OF BANKING & FINANCE,2011,35,8,10.1016/j.jbankfin.2011.01.003
Deposit guarantee evaluation and incentives analysis in a mutual guarantee system,JOURNAL OF BANKING & FINANCE,2009,33,6,10.1016/j.jbankfin.2008.11.013
Deposit insurance and bank risk-taking: Evidence from internal loan ratings,JOURNAL OF FINANCIAL INTERMEDIATION,2010,19,1,10.1016/j.jfi.2009.01.002
Deposit insurance and financial development,JOURNAL OF MONEY CREDIT AND BANKING,2005,37,1,10.1353/mcb.2005.0004
Deposit insurance and international bank liabilities,JOURNAL OF BANKING & FINANCE,2006,30,3,10.1016/j.jbankfin.2005.06.003
Deposit insurance and lender-of-last-resort functions,JOURNAL OF MONEY CREDIT AND BANKING,2000,32,3,10.2307/2601194
Deposit insurance and risk-taking behavior in the credit union industry,JOURNAL OF BANKING & FINANCE,1999,23,1,10.1016/S0378-4266(98)00074-0
Deposit insurance and subsidized recapitalizations,JOURNAL OF BANKING & FINANCE,2011,35,12,10.1016/j.jbankfin.2011.05.017
Deposit insurance and the risk premium in bank deposit rates,JOURNAL OF BANKING & FINANCE,2003,27,4,10.1016/S0378-4266(01)00261-8
